            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            1.007800            19.791200          1.05800e-03          1.36926e-02
            1.017200            19.784700          6.86000e-04          8.88400e-03
            1.026600            19.777300          6.97000e-04          9.03300e-03
            1.036000            19.769200          1.03800e-03          1.34630e-02
            1.045400            19.760400         -1.21700e-03         -1.57990e-02
            1.054800            19.751100         -1.84000e-04         -2.39100e-03
            1.064300            19.741400          1.69500e-03          2.20470e-02
            1.073700            19.731300          9.67000e-04          1.25902e-02
            1.083100            19.721000          1.06700e-03          1.39070e-02
            1.092500            19.710600          2.36100e-03          3.08053e-02
            1.101900            19.700000          1.43600e-03          1.87568e-02
            1.111300            19.689500          9.95000e-04          1.30097e-02
            1.120700            19.679000          1.05600e-03          1.38225e-02
            1.130200            19.668700          1.17500e-03          1.53959e-02
            1.139600            19.658600          9.91000e-04          1.29990e-02
            1.149000            19.648800          1.20000e-03          1.57559e-02
            1.158400            19.639300          2.50600e-03          3.29354e-02
            1.167800            19.630300          2.28100e-03          3.00056e-02
            1.177200            19.621700          2.07800e-03          2.73587e-02
            1.186600            19.613700          1.50100e-03          1.97788e-02
            1.196000            19.606300          1.85700e-03          2.44883e-02
            1.205500            19.599500          2.17500e-03          2.87008e-02
            1.214900            19.593400          1.86800e-03          2.46653e-02
            1.224300            19.588000          1.46000e-04          1.92880e-03
            1.233700            19.583400          2.94000e-04          3.88600e-03
            1.243100            19.584500          5.36000e-04          7.08390e-03
            1.252500            19.587100          5.09000e-04          6.72522e-03
            1.261900            19.589000          4.00000e-06          5.28410e-05
            1.271400            19.590100         -2.00000e-06         -2.64170e-05
            1.280800            19.590400          2.00000e-06          2.64160e-05
            1.287800            19.590200          1.00000e-06          1.32080e-05
            1.294900            19.589600          0.00000e+00          0.00000e+00
            1.302000            19.588600          1.00000e-06          1.32110e-05
            1.309000            19.587100          5.09000e-04          6.72522e-03
            1.316100            19.585300          3.00000e-04          3.96454e-03
            1.323100            19.583000          1.47000e-04          1.94310e-03
