            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            2.808100            15.222500          1.71800e-03          3.75819e-02
            2.821600            15.238900          9.48000e-04          2.06930e-02
            2.835200            15.252700          1.36400e-03          2.97200e-02
            2.848700            15.264100          1.81100e-03          3.94010e-02
            2.862300            15.273400          1.36500e-03          2.96620e-02
            2.875800            15.280800          3.14600e-03          6.82970e-02
            2.889300            15.286600          5.03500e-03          1.09222e-01
            2.902900            15.290900          5.29500e-03          1.14792e-01
            2.916400            15.293800          2.37600e-03          5.14900e-02
            2.930000            15.295500          9.72000e-04          2.10600e-02
            2.943500            15.296000         -1.83700e-03         -3.98000e-02
            2.976000            15.311200          3.96100e-03          8.56500e-02
            3.008500            15.356100          1.91100e-03          4.10800e-02
            3.040900            15.428300         -2.33000e-04         -4.96200e-03
            3.073400            15.523900          3.01000e-04          6.33120e-03
            3.105900            15.637400          1.54000e-04          3.19250e-03
            3.138400            15.762200          1.41000e-04          2.87680e-03
            3.170800            15.890700          8.40000e-05          1.68630e-03
            3.203300            16.015100          8.50000e-05          1.67996e-03
            3.235800            16.127600          7.30000e-05          1.42267e-03
            3.268300            16.222100          9.50000e-05          1.82996e-03
            3.300700            16.294800          1.88000e-04          3.58909e-03
            3.333200            16.345400          2.42000e-04          4.59150e-03
            3.365700            16.380800          3.34000e-04          6.30990e-03
            3.398100            16.514600          1.20000e-04          2.23039e-03
            3.430600            16.805200          2.10000e-04          3.76930e-03
            3.463100            17.270900          3.04000e-04          5.16619e-03
            3.495600            17.826700          1.24000e-04          1.97790e-03
            3.528000            18.275000          5.12000e-04          7.77080e-03
